ticker_symbol,post_date,open_value,high_value,low_value,close_value,volume,reaction_num,compound,writer,body,positive,negative,pct_change,ratio_pos,ratio_neg
AAPL,2014-12-29,112.82,113.13,107.35,109.33,101123903100,5185,0.16166272219400635,635,1969,1699,270,,0.8628745556119858,0.13712544438801422
AAPL,2015-01-05,108.29,113.25,104.63,112.01,379213573670,6183,0.16028242070616244,1333,6684,5781,903,0.024512942467758148,0.8649012567324955,0.13509874326750448
AAPL,2015-01-12,112.6,112.8,105.2,105.99,386514603660,4830,0.11267472185863803,1369,6112,5088,1024,-0.053745201321310665,0.8324607329842932,0.16753926701570682
AAPL,2015-01-19,107.03,113.75,105.2,112.98,288118798950,4339,0.1543498209169047,1119,5584,4922,662,0.0659496178884802,0.8814469914040115,0.11855300859598854
AAPL,2015-01-26,113.74,120.0,109.03,117.16,1462857719310,26842,0.1363261109959222,4040,14469,12363,2106,0.03699769870773584,0.8544474393530997,0.14555256064690028
AAPL,2015-02-02,118.05,120.51,116.08,118.93,362642402240,6353,0.11449072211379652,1521,6661,5703,958,0.015107545237282416,0.8561777510884252,0.14382224891157483
AAPL,2015-02-09,118.55,127.48,118.43,127.08,619598188630,17988,0.1339613387423924,2614,9860,8618,1242,0.06852770537290831,0.8740365111561866,0.1259634888438134
AAPL,2015-02-16,127.28,129.5,125.65,129.495,350642524270,9841,0.12378330724348972,1780,7027,6029,998,0.019003777148253187,0.8579763768322186,0.14202362316778142
AAPL,2015-02-23,130.02,133.6,126.61,128.46,814804804700,12954,0.1443452309917713,2774,11061,9472,1589,-0.00799258658635471,0.8563421028840069,0.14365789711599314
AAPL,2015-03-02,129.25,130.28,125.76,126.6,507790000900,10119,0.14470434073107008,2140,9192,7978,1214,-0.014479215319944005,0.86792863359443,0.13207136640557007
AAPL,2015-03-09,127.96,129.57,121.63,123.59,932175420650,17651,0.14442808147371347,3400,13354,11482,1872,-0.023775671406003118,0.8598172832110229,0.1401827167889771
AAPL,2015-03-16,123.88,129.2451,122.87,125.9,482121797710,7941,0.17453721489971283,1881,8725,7626,1099,0.018690832591633733,0.8740401146131805,0.1259598853868195
AAPL,2015-03-23,127.12,128.04,122.6,123.25,231043326520,4403,0.21834488665859178,1456,5779,5011,768,-0.021048451151707726,0.8671050354732652,0.13289496452673472
AAPL,2015-03-30,124.05,126.49,123.1,125.32,239134663000,5496,0.22662589584328602,1450,6279,5563,716,0.016795131845841693,0.8859691033604077,0.11403089663959229
AAPL,2015-04-06,124.47,128.1218,124.33,127.1,272331470580,8996,0.13544562381081793,1810,7358,6230,1128,0.014203638684966435,0.8466974721391682,0.15330252786083176
AAPL,2015-04-13,128.37,128.57,124.46,124.75,232399538110,8697,0.1061922020520912,1423,6335,5333,1002,-0.018489378442171467,0.8418310970797158,0.15816890292028413
AAPL,2015-04-20,125.57,130.63,125.17,130.28,285394486470,7815,0.11841682411156076,1485,6669,5786,883,0.044328657314629316,0.8675963412805519,0.1324036587194482
AAPL,2015-04-27,132.31,134.54,124.58,128.95,1350231064520,22242,0.08993166097765251,3177,15527,12945,2582,-0.010208781086889829,0.8337090229922072,0.16629097700779288
AAPL,2015-05-04,129.5,130.57,123.36,127.62,283455997470,3526,0.077012040656763,1133,5116,4235,881,-0.010314075222954466,0.8277951524628616,0.17220484753713838
AAPL,2015-05-11,127.39,129.49,124.82,128.77,186233162620,3625,0.09703988199300725,1027,4576,4010,566,0.009011126782636047,0.8763111888111889,0.12368881118881118
AAPL,2015-05-18,128.38,132.97,128.36,132.54,345395989310,7221,0.09273622540250394,1632,7826,6761,1065,0.029277005513706378,0.8639151546128291,0.13608484538717097
AAPL,2015-05-25,131.6,132.97,129.12,130.28,316389275420,4419,0.09844664836052316,1108,6191,5416,775,-0.017051456164176804,0.8748182846066871,0.12518171539331288
AAPL,2015-06-01,131.2,131.39,128.36,128.65,176422844410,3186,0.08602445190598505,1052,5063,4436,627,-0.012511513662879947,0.8761603792218052,0.12383962077819474
AAPL,2015-06-08,128.9,130.18,125.62,127.17,293032551050,4807,0.07794438526409202,1478,6759,5852,907,-0.011504080839487063,0.8658085515608818,0.1341914484391182
AAPL,2015-06-15,126.1,128.31,125.71,126.6,245726016000,3453,0.0808166580800276,1187,5823,5067,756,-0.0044821891955650894,0.8701700154559505,0.12982998454404945
AAPL,2015-06-22,127.49,129.8,126.51,126.75,270437733380,6274,0.09757835686392305,1489,6658,5915,743,0.0011848341232227888,0.8884049264043257,0.11159507359567437
AAPL,2015-06-29,125.46,126.94,124.48,126.44,172998293100,4116,0.0885268416596106,1097,4724,4131,593,-0.0024457593688362866,0.8744707874682472,0.12552921253175275
AAPL,2015-07-06,124.94,126.23,119.22,123.28,359132844420,6196,0.06908364143704235,1433,5734,4696,1038,-0.02499209111040812,0.8189745378444367,0.1810254621555633
AAPL,2015-07-13,125.03,129.62,124.32,129.62,220392778400,6634,0.1154159343568026,1410,5667,4960,707,0.05142764438676184,0.8752426327863067,0.12475736721369331
AAPL,2015-07-20,130.97,132.97,121.99,124.5,900290660510,20177,0.08770840865743385,3173,12059,9955,2104,-0.039500077148588164,0.825524504519446,0.17447549548055394
AAPL,2015-07-27,123.09,123.91,120.91,121.3,235725529110,3420,0.0608631235735246,1121,6134,5446,688,-0.025702811244979973,0.8878382784479948,0.11216172155200521
AAPL,2015-08-03,121.5,122.57,112.1,115.52,844011686040,10824,0.06554286700187302,2722,10143,8338,1805,-0.04765045342126961,0.8220447599329587,0.1779552400670413
AAPL,2015-08-10,116.53,119.99,109.63,115.96,486517688100,7412,0.07115294030294045,1666,6734,5592,1142,0.0038088642659279692,0.8304128304128304,0.1695871695871696
AAPL,2015-08-17,116.04,117.65,105.645,105.76,334197992710,5665,0.0813018574514042,1349,4630,3812,818,-0.08796136598827176,0.8233261339092872,0.17667386609071276
AAPL,2015-08-24,94.87,113.31,92.0,113.29,1005825872490,12268,0.07696223798101996,2291,9589,8008,1581,0.07119894099848723,0.8351235791010533,0.16487642089894672
AAPL,2015-08-31,112.03,114.53,107.36,109.27,330847420730,5519,0.07524967052537863,1378,5615,4729,886,-0.0354841557065938,0.8422083704363312,0.15779162956366874
AAPL,2015-09-07,108.97,114.21,108.51,114.21,604937986280,13535,0.08228515695067276,2348,8920,7604,1316,0.045209115036148884,0.8524663677130044,0.1475336322869955
AAPL,2015-09-14,116.58,116.89,111.87,113.45,316267375180,5317,0.07372987134066768,1219,5363,4565,798,-0.006654408545661461,0.8512026850643296,0.14879731493567033
AAPL,2015-09-21,113.67,116.69,112.37,114.71,328231492760,5969,0.057058569704284856,1473,6628,5629,999,0.011106214191273667,0.8492757996378998,0.15072420036210019
AAPL,2015-09-28,113.85,114.57,107.31,110.38,426711655130,6939,0.06546548141644724,1583,6834,5720,1114,-0.03774736291517744,0.8369915130231197,0.1630084869768803
AAPL,2015-10-05,109.88,112.28,108.21,112.12,285922594570,4538,0.06916761029411705,1212,5440,4521,919,0.015763725312556653,0.8310661764705882,0.16893382352941178
AAPL,2015-10-12,112.73,112.75,109.56,111.04,189339727530,4286,0.07950176622345671,1035,5039,4256,783,-0.009632536567962924,0.8446120261956738,0.15538797380432626
AAPL,2015-10-19,110.8,119.228,110.11,119.08,268510285420,7023,0.08147130620984991,1460,5604,4720,884,0.07240634005763691,0.8422555317630264,0.15774446823697358
AAPL,2015-10-26,118.08,121.22,113.99,119.5,644382003800,14543,0.08339770423991698,2401,9670,8113,1557,0.003527040644944579,0.838986556359876,0.1610134436401241
AAPL,2015-11-02,119.87,123.82,119.61,121.06,157659100400,3651,0.08857775878906264,1022,4096,3505,591,0.013054393305439449,0.855712890625,0.144287109375
AAPL,2015-11-09,120.96,121.81,112.27,112.34,222437720120,4454,0.06553515543500946,1285,4793,3923,870,-0.07203039814967782,0.8184852910494471,0.18151470895055288
AAPL,2015-11-16,111.38,119.92,111.0,119.3,193925138700,5599,0.0989029411764707,1196,5032,4421,611,0.061954780131742826,0.878577106518283,0.12142289348171702
AAPL,2015-11-23,119.27,119.73,117.12,117.81,95722095800,3186,0.1130438352500678,821,3739,3220,519,-0.012489522212908555,0.8611928323081037,0.13880716769189622
AAPL,2015-11-30,117.99,119.41,114.22,119.03,206123758510,4983,0.08290376726663905,1120,4778,4017,761,0.010355657414480968,0.8407283382168271,0.15927166178317287
AAPL,2015-12-07,118.98,119.86,112.851,113.18,177618022230,4233,0.09138778170570078,1048,4526,3907,619,-0.04914727379652184,0.8632346442775077,0.13676535572249227
AAPL,2015-12-14,112.18,112.8,105.81,106.03,326336840260,4920,0.05613867558239865,1250,4636,3685,951,-0.06317370560169644,0.7948662640207075,0.2051337359792925
AAPL,2015-12-21,107.28,109.0,105.57,108.03,123688962010,4710,0.08235505783903559,1036,4063,3425,638,0.018862586060548914,0.8429731725326114,0.15702682746738864
AAPL,2015-12-28,107.59,109.43,104.82,105.26,154492142440,5625,0.07672020997375381,1115,4572,3863,709,-0.02564102564102555,0.844925634295713,0.15507436570428695
AAPL,2016-01-04,102.61,105.85,96.43,96.96,619915254690,12733,0.05073817137709749,2170,8881,7133,1748,-0.0788523655709672,0.8031753180948091,0.19682468190519087
AAPL,2016-01-11,98.97,101.19,95.36,97.13,380334850050,7721,0.07442845595513052,1432,6062,5046,1016,0.0017533003300329586,0.8323985483338832,0.16760145166611679
AAPL,2016-01-18,96.2,101.46,93.42,101.42,354570717910,6556,0.07506376628075286,1421,5528,4697,831,0.04416761041902606,0.8496743849493488,0.15032561505065123
AAPL,2016-01-25,101.52,101.53,92.39,97.34,842060703240,18559,0.06700389034468907,2810,9922,7874,2048,-0.04022875172549789,0.7935900020157226,0.20640999798427737
AAPL,2016-02-01,96.47,97.33,93.69,94.02,217079071910,6237,0.10356996000000002,1436,5000,4182,818,-0.03410725292788175,0.8364,0.1636
AAPL,2016-02-08,93.13,96.35,92.59,93.99,275145053250,3778,0.05046645435244133,1066,6123,5015,1108,-0.00031908104658584513,0.8190429528009145,0.18095704719908542
AAPL,2016-02-15,94.19,98.89,93.01,96.04,378274871310,6845,0.012816022936276239,1475,9243,6674,2569,0.02181083093946179,0.7220599372498107,0.27794006275018934
AAPL,2016-02-22,96.31,98.0237,93.32,96.91,325118436580,5348,0.015605312891717276,1295,10371,7692,2679,0.0090587255310286,0.7416835406421753,0.2583164593578247
AAPL,2016-02-29,96.86,103.75,96.65,103.01,354264672760,5433,0.046286277269528546,1149,8526,6679,1847,0.06294500051594265,0.7833685198217218,0.2166314801782782
AAPL,2016-03-07,102.39,102.83,100.15,102.26,226138384240,3851,0.0068540128961447405,1064,7289,5524,1765,-0.007280846519755357,0.7578543010015091,0.24214569899849087
AAPL,2016-03-14,101.91,106.5,101.78,105.92,282450864080,5837,0.04214105750165247,1104,7565,6148,1417,0.035791120672794774,0.812690019828156,0.18730998017184403
AAPL,2016-03-21,105.93,107.65,104.89,105.67,359092611640,9514,0.06832896907216475,1568,11640,9578,2062,-0.002360271903323219,0.8228522336769759,0.17714776632302406
AAPL,2016-03-28,106.0,110.42,104.88,109.99,261700853120,7469,0.05590540881947655,1367,8708,7037,1671,0.0408819911043814,0.8081074873679376,0.19189251263206247
AAPL,2016-04-04,110.42,112.19,108.12100000000001,108.66,201044309900,4945,0.06584455374964356,1019,7014,5753,1261,-0.012092008364396722,0.8202167094382663,0.17978329056173367
AAPL,2016-04-11,108.97,112.39,108.66,109.85,250269234020,5569,0.04894377906157545,1125,7097,5751,1346,0.01095159212221608,0.8103423981964211,0.189657601803579
AAPL,2016-04-18,108.89,108.95,104.62,105.68,300714830500,6854,0.034587622272385384,1179,7974,6348,1626,-0.03796085571233487,0.7960872836719338,0.2039127163280662
AAPL,2016-04-25,105.0,105.65,92.51,93.74,1019204893230,18660,0.025340837411636893,3022,12873,9486,3387,-0.11298258894776692,0.7368911675600093,0.26310883243999067
AAPL,2016-05-02,93.965,95.9,91.85,92.72,424086204490,10597,0.039215569823435444,1831,9345,7212,2133,-0.010881160657136735,0.7717495987158909,0.22825040128410914
AAPL,2016-05-09,93.0,93.77,89.47,90.52,348414004740,7489,0.05552197922361964,1606,7316,5677,1639,-0.023727351164797295,0.7759704756697648,0.2240295243302351
AAPL,2016-05-16,92.39,95.43,91.65,95.22,455003848830,11900,0.07732122408687078,1930,10130,8618,1512,0.051922227132125576,0.8507403751233958,0.14925962487660416
AAPL,2016-05-23,95.87,100.73,95.67,100.35,312352773290,7481,0.0872664351245087,1381,7630,6517,1113,0.05387523629489599,0.8541284403669724,0.14587155963302753
AAPL,2016-05-30,99.44,100.47,96.63,97.92,215536269800,4503,0.04565331807780334,995,6118,4961,1157,-0.024215246636771215,0.8108859104282445,0.1891140895717555
AAPL,2016-06-06,97.99,101.89,97.55,98.83,157537734530,5192,0.08938066745322759,913,5933,5071,862,0.009293300653594683,0.8547109388167875,0.14528906118321255
AAPL,2016-06-13,98.69,99.12,95.3,95.33,421241942940,7638,0.06684464354158548,1321,10436,8729,1707,-0.03541434787007991,0.8364315829819854,0.16356841701801456
AAPL,2016-06-20,96.0,96.89,92.65,93.4,254506736120,5543,0.05216340768069766,950,5963,4854,1109,-0.020245463128081287,0.8140197886969646,0.18598021130303538
AAPL,2016-06-27,93.0,96.465,91.5,95.89,170440005340,4949,0.03493653400715924,946,4749,3816,933,0.02665952890792278,0.8035375868603917,0.19646241313960833
AAPL,2016-07-04,95.49,96.89,94.37,96.68,114655410060,4185,0.05550757465404217,749,4119,3434,685,0.008238606736886034,0.8336974993930566,0.16630250060694343
AAPL,2016-07-11,96.75,99.3,96.73,98.78,139956853870,4896,0.05983942430703653,814,4690,3787,903,0.021721141911460462,0.8074626865671641,0.1925373134328358
AAPL,2016-07-18,98.7,101.0,98.31,98.66,187864487960,6186,0.060449342418000936,1079,6311,5172,1139,-0.0012148208139299843,0.8195214704484234,0.18047852955157662
AAPL,2016-07-25,98.25,104.55,96.42,104.21,596953581640,17034,0.07950046756282872,2153,10266,8678,1588,0.056253800932495324,0.8453146308201831,0.15468536917981687
AAPL,2016-08-01,104.41,107.65,104.0,107.48,241509385490,7330,0.09073184604419057,1058,7015,5952,1063,0.03137894635831495,0.8484675694939415,0.15153243050605844
AAPL,2016-08-08,107.52,108.94,107.16,108.18,179460043580,5352,0.05907786739576235,857,7315,6244,1071,0.006512839598064701,0.8535885167464115,0.14641148325358852
AAPL,2016-08-15,108.14,110.23,108.08,109.36,218754815900,7168,0.06505355224609402,1135,8192,6910,1282,0.010907746348677971,0.843505859375,0.156494140625
AAPL,2016-08-22,108.86,109.32,106.31,106.94,196224543240,5267,0.060526355987054824,901,7725,6323,1402,-0.022128749085588928,0.8185113268608414,0.18148867313915856
AAPL,2016-08-29,106.62,108.0,105.5,107.73,342353278540,11341,0.007098715285791196,1594,12999,9645,3354,0.007387319992519181,0.7419801523194092,0.25801984768059083
AAPL,2016-09-05,107.7,108.76,103.13,103.13,730577456150,14954,0.05363784843982097,2026,16825,14110,2715,-0.04269934094495509,0.8386329866270431,0.16136701337295692
AAPL,2016-09-12,102.65,116.13,102.53,114.92,1235480449680,16497,0.07875583101943623,2074,15126,12548,2578,0.11432172985552214,0.829564987438847,0.17043501256115298
AAPL,2016-09-19,115.19,116.18,111.55,112.71,386838482670,7547,0.0618501407231006,1368,9238,7778,1460,-0.019230769230769273,0.8419571335786967,0.1580428664213033
AAPL,2016-09-26,111.64,114.64,111.55,113.05,230579981160,5937,0.07267379195098163,1009,7181,6102,1079,0.003016591251885359,0.8497423757136889,0.1502576242863111
AAPL,2016-10-03,112.71,114.56,112.28,114.06,129886459680,5507,0.0647875000000002,984,5176,4228,948,0.00893409995577188,0.8168469860896446,0.1831530139103555
AAPL,2016-10-10,115.02,118.69,114.72,117.63,253411243220,7554,0.07037096179624645,1193,5968,4897,1071,0.03129931614939507,0.8205428954423593,0.17945710455764075
AAPL,2016-10-17,117.33,118.21,113.8,116.6,132580770980,6022,0.05552369512616665,1021,5786,4834,952,-0.00875626965910059,0.8354649153128241,0.16453508468717595
AAPL,2016-10-24,117.1,118.36,113.31,113.72,568139718820,17158,0.06721468467086103,2177,13034,10925,2109,-0.024699828473413343,0.8381924198250729,0.1618075801749271
AAPL,2016-10-31,113.65,114.23,108.11,108.84,195047237880,6279,0.058525107741420966,977,6265,5157,1108,-0.04291241646148436,0.8231444533120511,0.17685554668794892
AAPL,2016-11-07,110.08,111.72,105.83,108.43,207279562590,4934,0.06319980399843275,817,5102,4270,832,-0.0037669974274163742,0.8369266954135633,0.16307330458643668
AAPL,2016-11-14,107.71,110.54,104.08,110.06,240413505820,5817,0.05800167774612231,1023,6318,5296,1022,0.015032740016600599,0.8382399493510605,0.16176005064893953
AAPL,2016-11-21,110.12,112.42,110.01,111.79,117347379530,4602,0.0885648425196852,729,5080,4247,833,0.01571869889151367,0.8360236220472441,0.1639763779527559
AAPL,2016-11-28,111.43,112.465,108.85,109.9,171846001800,5049,0.07871845531316035,790,5684,4709,975,-0.016906700062617408,0.8284658691062632,0.1715341308937368
AAPL,2016-12-05,110.0,114.7,108.25,113.95,205146278120,8018,0.07914323682256905,1022,6735,5555,1180,0.03685168334849864,0.8247958426132146,0.17520415738678544
AAPL,2016-12-12,113.29,116.73,112.49,115.97,249412540930,6559,0.07813134089819444,939,6257,5350,907,0.01772707327775347,0.8550423525651271,0.14495764743487294
AAPL,2016-12-19,115.8,117.5,115.59,116.52,104018011030,5589,0.07243333333333332,826,4692,3845,847,0.004742605846339565,0.8194799658994032,0.18052003410059675
AAPL,2016-12-26,115.59,118.0166,115.43,115.82,93212178670,5396,0.0781394083969474,717,4192,3424,768,-0.006007552351527612,0.816793893129771,0.183206106870229
AAPL,2017-01-02,116.65,118.16,114.76,117.91,151588066060,6269,0.07536621842631372,964,5503,4595,908,0.01804524261785523,0.8349990914046883,0.16500090859531164
AAPL,2017-01-09,117.95,119.93,117.94,119.04,182073804520,7480,0.09632645406226242,1101,6585,5781,804,0.009583580697142047,0.8779043280182233,0.12209567198177676
AAPL,2017-01-16,119.11,120.5,118.22,120.0,144595686260,4622,0.07581749109616166,844,5054,4266,788,0.008064516129032251,0.8440838939453897,0.1559161060546102
AAPL,2017-01-23,120.0,122.44,119.5,121.95,134403763690,5256,0.07348622496724719,994,5343,4530,813,0.016250000000000098,0.8478382930937676,0.15216170690623246
AAPL,2017-01-30,120.93,130.49,120.62,129.08,629636753390,18418,0.09488675241761364,2356,10651,8938,1713,0.058466584665846755,0.8391700309830062,0.1608299690169937
AAPL,2017-02-06,129.13,132.94,128.9,132.12,150510730560,7517,0.05998625111308969,1027,5615,4597,1018,0.023551286024170892,0.818699910952805,0.18130008904719502
AAPL,2017-02-13,133.08,136.27,132.75,135.72,187182714840,8411,0.09493395430068388,1401,6871,5972,899,0.027247956403269713,0.8691602386843255,0.13083976131567457
AAPL,2017-02-20,135.1,137.48,135.1,136.66,94132156230,5085,0.07115637552545567,744,4282,3752,530,0.0069260241674033995,0.8762260625875758,0.1237739374124241
AAPL,2017-02-27,137.14,140.2786,136.28,139.78,135354950850,6858,0.0973567282809615,1118,5410,4733,677,0.02283038196985232,0.8748613678373383,0.12513863216266174
AAPL,2017-03-06,139.365,139.98,137.05,139.14,71802053770,6610,0.08995915841584173,733,3636,3100,536,-0.0045786235512950135,0.8525852585258525,0.1474147414741474
AAPL,2017-03-13,138.85,141.02,138.82,139.99,85615537910,4959,0.0904950433275561,794,2885,2504,381,0.006108955009343164,0.8679376083188908,0.1320623916811092
AAPL,2017-03-20,140.4,142.8,139.73,140.64,121227269160,8260,0.08830671079662222,1137,4381,3791,590,0.004643188799199782,0.8653275507874915,0.13467244921250857
AAPL,2017-03-27,139.39,144.5,138.62,143.66,66205559170,6972,0.1054331440738112,886,2818,2467,351,0.021473265073947756,0.8754435770049681,0.12455642299503193
AAPL,2017-04-03,143.71,145.46,143.05,143.34,64304592700,6906,0.08481277147487837,866,3085,2608,477,-0.0022274815536683645,0.8453808752025932,0.1546191247974068
AAPL,2017-04-10,143.6,143.8792,140.06,141.05,54690159280,4877,0.06506471282454752,776,2542,2089,453,-0.0159760011162271,0.8217938630999213,0.17820613690007867
AAPL,2017-04-17,141.48,142.92,140.45,142.27,50064663030,5345,0.0974780972665957,809,2817,2420,397,0.008649415101027902,0.8590699325523606,0.14093006744763933
