ticker_symbol,post_date,open_value,high_value,low_value,close_value,volume,reaction_num,compound,TB_polarity,TB_subjectivity,writer,body,positive,negative,pct_change,ratio_pos,ratio_neg
AAPL,2014-12-29,112.82,113.13,107.35,109.33,101123903100,5185,0.1616627221940071,0.11685312827704043,0.32106039854108126,635,1969,1699,270,,0.8628745556119858,0.13712544438801422
AAPL,2015-01-05,108.29,113.25,104.63,112.01,379213573670,6183,0.16028242070616397,0.13853672381910348,0.3097120344822133,1333,6684,5781,903,2.4512942467758148,0.8649012567324955,0.13509874326750448
AAPL,2015-01-12,112.6,112.8,105.2,105.99,386514603660,4830,0.11267472185863875,0.08839141167007981,0.26750545018505584,1369,6112,5088,1024,-5.3745201321310665,0.8324607329842932,0.16753926701570682
AAPL,2015-01-19,107.03,113.75,105.2,112.98,288118798950,4339,0.15434982091690544,0.12348711480199727,0.2584672452484505,1119,5584,4922,662,6.594961788848019,0.8814469914040115,0.11855300859598854
AAPL,2015-01-26,113.74,120.0,109.03,117.16,1462857719310,26842,0.13632611099592232,0.10830873730930494,0.2982073881409888,4040,14469,12363,2106,3.6997698707735838,0.8544474393530997,0.14555256064690028
AAPL,2015-02-02,118.05,120.51,116.08,118.93,362642402240,6353,0.11449072211379673,0.11038055643957301,0.2661286382691577,1521,6661,5703,958,1.5107545237282416,0.8561777510884252,0.14382224891157483
AAPL,2015-02-09,118.55,127.48,118.43,127.08,619598188630,17988,0.1339613387423935,0.11246206937211911,0.2785591730649739,2614,9860,8618,1242,6.852770537290831,0.8740365111561866,0.1259634888438134
AAPL,2015-02-16,127.28,129.5,125.65,129.495,350642524270,9841,0.12380981926853565,0.11788154737205822,0.27464184391142904,1780,7027,6029,998,1.9003777148253187,0.8579763768322186,0.14202362316778142
AAPL,2015-02-23,130.02,133.6,126.61,128.46,814804804700,12954,0.14437562607359192,0.15616392923742206,0.26824366923421034,2774,11061,9472,1589,-0.7992586586354711,0.8563421028840069,0.14365789711599314
AAPL,2015-03-02,129.25,130.28,125.76,126.6,507790000900,10119,0.1447043407310705,0.15886337944161366,0.2596445312028292,2140,9192,7978,1214,-1.4479215319944005,0.86792863359443,0.13207136640557007
AAPL,2015-03-09,127.96,129.57,121.63,123.59,932175420650,17651,0.14444047476411562,0.1486329031665601,0.3032987928051486,3400,13354,11482,1872,-2.377567140600312,0.8598172832110229,0.1401827167889771
AAPL,2015-03-16,123.88,129.2451,122.87,125.9,482121797710,7941,0.17455587392550143,0.1842378929298354,0.27557748181335096,1881,8725,7626,1099,1.8690832591633733,0.8740401146131805,0.1259598853868195
AAPL,2015-03-23,127.12,128.04,122.6,123.25,231043326520,4403,0.21834488665859145,0.23604473860325192,0.3012483520906042,1456,5779,5011,768,-2.1048451151707726,0.8671050354732652,0.13289496452673472
AAPL,2015-03-30,124.05,126.49,123.1,125.32,239134663000,5496,0.22662589584328718,0.2582187128627744,0.30186395606422683,1450,6279,5563,716,1.6795131845841693,0.8859691033604077,0.11403089663959229
AAPL,2015-04-06,124.47,128.1218,124.33,127.1,272331470580,8996,0.13549936123946726,0.13716053904778336,0.29317826119174506,1810,7358,6231,1127,1.4203638684966435,0.8468333786354988,0.1531666213645012
AAPL,2015-04-13,128.37,128.57,124.46,124.75,232399538110,8697,0.10619220205209157,0.11332728630752013,0.27648015667427667,1423,6335,5333,1002,-1.8489378442171467,0.8418310970797158,0.15816890292028413
AAPL,2015-04-20,125.57,130.63,125.17,130.28,285394486470,7815,0.11841682411156096,0.11818605104773851,0.26886922656906914,1485,6669,5786,883,4.432865731462932,0.8675963412805519,0.1324036587194482
AAPL,2015-04-27,132.31,134.54,124.58,128.95,1350231064520,22242,0.08999645134282218,0.09227490992473789,0.2863830591648345,3177,15527,12945,2582,-1.0208781086889829,0.8337090229922072,0.16629097700779288
AAPL,2015-05-04,129.5,130.57,123.36,127.62,283455997470,3526,0.07701204065676309,0.07714551532372538,0.25816055931913046,1133,5116,4235,881,-1.0314075222954466,0.8277951524628616,0.17220484753713838
AAPL,2015-05-11,127.39,129.49,124.82,128.77,186233162620,3625,0.09703988199300699,0.07630939196240155,0.2322423736301577,1027,4576,4010,566,0.9011126782636047,0.8763111888111889,0.12368881118881118
AAPL,2015-05-18,128.38,132.97,128.36,132.54,345395989310,7221,0.09273622540250447,0.08238259237133581,0.23834071536491352,1632,7826,6761,1065,2.927700551370638,0.8639151546128291,0.13608484538717097
